data,hora,valor
2023-04-06,11:01:13.451063,0.0
2023-04-06,11:01:14.460709,0.0
2023-04-06,11:01:15.472344,0.0
2023-04-06,11:01:16.485158,0.0
2023-04-06,11:01:17.496772,0.14000000059604645
2023-04-06,11:01:18.509542,0.1730000078678131
2023-04-06,11:01:19.519080,0.3070000112056732
2023-04-06,11:01:20.531457,-0.0020000000949949026
2023-04-06,11:01:21.539403,0.0
2023-04-06,11:01:22.550232,0.0
